Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20160193,21457,2016,5/25/2016 7:00 AM,3445,DIXIE PIPELINE COMPANY LLC,IOWA STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,IOWA,JEFF DAVIS,LA,30.30867,-93.01369,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.2,0,0,0.2,NO,NO,NO,,,0,,,,,,,,,,,,,200,0,0,0,0,0,200
20160197,21462,2016,5/25/2016 3:49 PM,300,"PLAINS PIPELINE, L.P.","COLORADO CITY TO WICHITA FALLS 22""",ONSHORE,ABOVEGROUND,CRUDE OIL,,,SEYMOUR,BAYLOR,TX,33.4188,-99.3837,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,20,,20,0,NO,NO,YES,5/25/2016 15:52,5/27/2016 0:46,0,,,,,,,,,,,,,25000,500,5000,10000,0,0,40500
20160189,21450,2016,5/25/2016 5:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,CUSHING WEST TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,CUSHING,PAYNE,OK,35.951482,-96.759629,CORROSION,INTERNAL,25,,25,0,NO,NO,YES,5/25/2016 17:30,5/26/2016 18:00,0,,,,,,,,,,,,,98000,1125,0,0,0,0,99125
20160229,21720,2016,5/25/2016 7:40 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,SHICKLEY BLOCK VALVE SITE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,SHICKLEY,FILLMORE,NE,40.480804,-97.765209,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.36,,0.36,0,NO,NO,YES,5/25/2016 19:50,5/26/2016 15:19,0,,,,,,,,,,,,,150,45,0,2000,1500,0,3695
20160198,21663,2016,5/27/2016 11:55 AM,32109,"ONEOK NGL PIPELINE, LLC",ONEOK MIDDLETON PUMP STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,LEON,TX,31.155589,-95.807206,NATURAL FORCE DAMAGE,LIGHTNING,0.02,0,0,0.02,YES,NO,NO,,,0,,,,,,,,,,,,,0,1,0,0,0,0,1
20160192,21777,2016,5/27/2016 1:04 PM,18718,SUNOCO PIPELINE L.P.,TW14-TWIN OAKS METER STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,ASTON,DELAWARE,PA,39.844773,-75.418525,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,9.1,1,0,9.1,NO,NO,YES,5/27/2016 13:04,5/27/2016 17:26,0,,,,,,,,,,,,,50,123,0,7570,0,0,7743
20160203,21479,2016,5/30/2016 6:00 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",KINDER MORGAN CARTERET,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CARTERET,MIDDLESEX,NJ,40.58513,-74.21226,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,24,,18,6,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,30850,35471,0,66321
20160205,22048,2016,5/31/2016 7:40 AM,39013,TESORO SOCAL PIPELINE COMPANY LLC,CARSON CRUDE TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,CARSON,LOS ANGELES,CA,33.80313,-118.252843,CORROSION,INTERNAL,15,,15,0,NO,NO,NO,,,0,,,,,,,,,,,,,191869,675,0,175000,14980,0,382524
20160207,21678,2016,6/1/2016 6:10 AM,31174,"SHELL PIPELINE CO., L.P.",STATION 36 PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,BAKERSFIELD,KERN,CA,35.439682,-118.99227,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,15,,15,0,NO,NO,NO,,,0,,,,,,,,,,,,,130000,0,0,20000,0,0,150000
20160204,21480,2016,6/1/2016 11:00 AM,12470,MID - VALLEY PIPELINE CO,CYGNET STATION,ONSHORE,TANK,CRUDE OIL,,,CYGNET,WOOD,OH,41.2289,-83.63941,INCORRECT OPERATION,INCORRECT INSTALLATION,2,,2,0,NO,NO,NO,,,0,,,,,,,,,,,,,200,0,0,3000,1000,0,4200
20160201,21477,2016,6/1/2016 10:20 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",EAST HOUSTON TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,HOUSTON,HARRIS,TX,29.79734,-95.27929,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,25,,25,0,NO,NO,NO,,,0,,,,,,,,,,,,,10000,1250,0,75000,40000,0,126250
20160208,21485,2016,6/2/2016 9:45 AM,31957,KINDER MORGAN WINK PIPELINE LLC ,GUADALUPE PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PINE SPRINGS,CULBERSON,TX,31.852417,-104.557182,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.29,,0,0.29,NO,NO,YES,6/2/2016 9:45,6/2/2016 14:15,0,,,,,,,,,,,,,5,13,0,0,0,0,18
20160196,21831,2016,6/2/2016 2:20 PM,22430,WEST SHORE PIPELINE CO,HARLEM STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,FOREST VIEW,COOK,IL,41.801632,-87.795604,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.48,,0.48,0,NO,NO,YES,6/2/2016 14:20,6/2/2016 18:40,0,,,,,,,,,,,,,10000,60,0,15000,0,0,25060
20160210,21488,2016,6/2/2016 4:00 PM,4906,EXXONMOBIL PIPELINE CO,TX-206,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,DILUTE PROPYLENE,PASADENA,HARRIS,TX,29.72056,-95.13222,ALL OTHER CAUSES,UNKNOWN,1.97,0,0,1.97,NO,NO,YES,6/2/2016 21:00,,0,,,,,,,,,,,,,0,50,0,150000,5000,0,155050
20160194,21474,2016,6/3/2016 1:05 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",GALENA PARK,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GALENA PARK,HARRIS,TX,29.72979,-95.22212,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.35,,0.35,0,NO,NO,YES,6/3/2016 3:30,6/3/2016 7:30,0,,,,,,,,,,,,,0,0,0,11121,0,0,11121
20160202,21700,2016,6/3/2016 12:00 PM,22830,WOLVERINE PIPELINE CO,NILES TO FERRYSBURGH,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BANGOR,VAN BUREN,MI,42.352666,-86.138879,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,280,,280,0,NO,NO,YES,6/3/2016 12:05,6/5/2016 15:30,0,,,,,,,,,,,,,50000,18000,0,450000,900000,0,1418000
20160212,21899,2016,6/6/2016 7:00 AM,22442,WEST TEXAS GULF PIPELINE CO,BLUM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,BLUM,HILL,TX,32.15284,-97.37462,CORROSION,INTERNAL,200,,195,5,NO,NO,YES,6/6/2016 7:00,6/6/2016 22:00,0,,,,,,,,,,,,,26761,231,2000,83283,75000,0,187275
20160190,21451,2016,6/6/2016 11:20 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ECHO STATION,ONSHORE,TANK,CRUDE OIL,,,HOUSTON,HARRIS,TX,29.614404,-95.182757,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.2,,0.2,0,NO,NO,YES,6/6/2016 11:20,6/6/2016 17:30,0,,,,,,,,,,,,,1000,15,0,0,0,0,1015
20160214,21499,2016,6/6/2016 3:30 PM,18718,SUNOCO PIPELINE L.P.,"CORSICANA TO TYLER/DELEK 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,32.08145,-96.41445,CORROSION,EXTERNAL,1,,0,1,NO,NO,YES,6/6/2016 15:44,6/7/2016 19:31,0,,,,,,,,,,,,,5000,46,0,20000,0,0,25046
20160209,21552,2016,6/7/2016 7:30 AM,32147,MARATHON PIPE LINE LLC,"CANTON TO EAST SPARTA 6"" PRODUCTS ",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CANTON ,STARK ,OH,40.770458,-81.410174,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,,0.5,0,NO,NO,NO,,,0,,,,,,,,,,,,,5370,32,0,1000,0,0,6402
20160215,21500,2016,6/7/2016 10:58 AM,9175,JAYHAWK PIPELINE LLC,BEMIS TO SUSANK,ONSHORE,UNDERGROUND,CRUDE OIL,,,,ELLIS,KS,39.06405,-99.12959,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,470.8,,365,105.8,NO,NO,YES,6/7/2016 10:59,6/8/2016 5:46,0,,,,,,,,,,,,,5931,4232,2500,39946,6500,6000,65109
20160213,21498,2016,6/7/2016 12:00 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",GRIMES CITY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,IOLA,GRIMES,TX,30.72194,-96.05064,CORROSION,INTERNAL,0.71,,0.7,0.01,NO,NO,NO,,,0,,,,,,,,,,,,,30,50,0,2050,0,0,2130
20160216,21509,2016,6/9/2016 1:40 PM,300,"PLAINS PIPELINE, L.P.",SAN JOAQUIN VALLEY GATHERING,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TAFT,KERN,CA,35.2482,-119.2748,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.48,,0.48,0,NO,NO,NO,,,0,,,,,,,,,,,,,300,25,0,4500,2500,0,7325
20160218,21511,2016,6/10/2016 8:00 AM,32283,"FRONT RANGE PIPELINE, LLC.",SANTA RITA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,,GLACIER,MT,48.7134237,-112.354933,CORROSION,INTERNAL,10,,8,2,NO,NO,NO,,,0,,,,,,,,,,,,,8000,400,0,12000,5000,1500,26900
20160217,21510,2016,6/11/2016 1:47 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",OTI JUNCTION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PASADENA,HARRIS,TX,29.720014,-95.14234,CORROSION,INTERNAL,60,,58,2,NO,NO,NO,,,0,,,,,,,,,,,,,30,2600,10000,647000,50000,0,709630
20160220,21523,2016,6/12/2016 2:00 PM,26134,EXXONMOBIL OIL CORP - WEST COAST,SOUTHWEST TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,LIGHT CYCLE OIL (LCO),LONG BEACH,LOS ANGELES,CA,33.734846,-118.272297,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.12,,0.12,0,NO,NO,NO,,,0,,,,,,,,,,,,,600,0,0,0,0,0,600
20160221,21733,2016,6/13/2016 6:45 PM,18718,SUNOCO PIPELINE L.P.,"6"" NORTH WINNIE MGL",ONSHORE,UNDERGROUND,CRUDE OIL,,,WINNIE,CHAMBERS,TX,29.80955,-94.40048,CORROSION,INTERNAL,0.33,,0.33,0,NO,NO,YES,6/13/2016 18:45,,0,,,,,,,,,,,,,5000,0,500,5000,20000,0,30500
20160199,21806,2016,6/14/2016 6:30 AM,30782,HARVEST PIPELINE COMPANY,THREE RIVERS PIPELINE SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,KARNES CITY,KARNES,TX,28.84754,-98.08785,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2,,1,1,NO,NO,YES,6/14/2016 6:30,6/14/2016 13:00,0,,,,,,,,,,,,,3000,90,0,3000,3000,0,9090
20160223,21699,2016,6/14/2016 2:30 PM,39229,CAMINO REAL GATHERING CO LLC,STOREY TERMINAL LACT INLET,ONSHORE,UNDERGROUND,CRUDE OIL,,,COLTULLA,LA SALLE,TX,28.46343,-99.14065,CORROSION,EXTERNAL,4.4,,4.4,0,NO,NO,YES,6/14/2016 14:30,6/22/2016 12:00,0,,,,,,,,,,,,,180000,211,0,200,70000,0,250411
20160225,21702,2016,6/15/2016 5:30 PM,300,"PLAINS PIPELINE, L.P.",EPTC,ONSHORE,UNDERGROUND,CRUDE OIL,,,COMPTON,LOS ANGELES,CA,33.863326,-118.216752,CORROSION,INTERNAL,173,,173,0,NO,NO,YES,6/15/2016 17:33,6/16/2016 9:22,0,,,,,,,,,,,,,7400,0,0,44100,0,0,51500
20160224,21532,2016,6/17/2016 5:27 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,SINGLETON PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,IOLA,GRIMES,TX,30.671323,-95.988297,ALL OTHER CAUSES,UNKNOWN,0.01,,0.01,0,YES,NO,YES,6/17/2016 5:27,7/7/2016 12:00,0,,,,,,,,,,,,,125000,0,0,200,0,0,125200
20160228,21634,2016,6/19/2016 8:45 PM,300,"PLAINS PIPELINE, L.P.",GARDENDALE NORTH,ONSHORE,ABOVEGROUND,CRUDE OIL,,,GARDENDALE,LA SALLE,TX,28.524255,-99.221245,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,15,,15,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,3554,34575,0,38129
20160206,21482,2016,6/20/2016 6:00 AM,39307,"VITOL MIDSTREAM, LLC",MIDKIFF STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,GLASSCOCK,TX,31.651352,-101.757395,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,4.2,,0.5,3.7,NO,NO,YES,6/20/2016 8:30,6/20/2016 9:00,0,,,,,,,,,,,,,0,200,0,300,5000,0,5500
20160231,21776,2016,6/20/2016 10:00 AM,31570,TESORO HIGH PLAINS PIPELINE COMPANY LLC,TESORO HIGH PLAINS PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,DUNN,ND,47.4593167,-102.5044111,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,,0.12,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,5,0,250,170,0,425
20160226,21644,2016,6/20/2016 3:00 PM,39467,"KURARAY AMERICA, INC. ",KURARAY POVAL TO LBC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,ACETIC ACID,PASADENA,HARRIS,TX,29.623347,-95.04155,CORROSION,INTERNAL,0.11,,0.11,0,NO,NO,NO,,,0,,,,,,,,,,,,,80000,30,0,40000,10000,0,130030
20160230,21545,2016,6/20/2016 8:00 PM,26085,"PLAINS MARKETING, L.P.",CUSHING TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CUSHING,LINCOLN,OK,35.938719,-96.737218,CORROSION,INTERNAL,1,,1,0,NO,NO,NO,,,0,,,,,,,,,,,,,9000,0,0,11000,0,0,20000
20160234,21551,2016,6/22/2016 9:30 AM,32109,"ONEOK NGL PIPELINE, LLC",ONEOK MOUNT BELVIEU STORAGE FACILITY,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MT. BELVIEU,CHAMBERS,TX,29.856513,-94.892601,CORROSION,EXTERNAL,0.71,31,0,0.71,NO,NO,YES,6/22/2016 9:30,6/30/2016 8:00,0,,,,,,,,,,,,,175000,1100,0,150,0,0,176250
20160232,21548,2016,6/23/2016 5:55 AM,32103,CRIMSON PIPELINE L.P.,CSFM #334 V-10,ONSHORE,ABOVEGROUND,CRUDE OIL,,,VENTURA CITY,VENTURA COUNTY,CA,34.283001,-119.25847,ALL OTHER CAUSES,UNKNOWN,1075,,700,375,NO,NO,NO,,,0,,,,,,,,,,,,,10000,37625,50000,6000000,50000,10000,6157625
20160235,21553,2016,6/23/2016 1:56 PM,2552,COLONIAL PIPELINE CO,PORT ARTHUR PRODUCTS JUNCTION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PORT ARTHUR,JEFFERSON,TX,29.88794,-93.99386,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.2,,0.2,0,NO,NO,NO,,,0,,,,,,,,,,,,,20000,24,0,9976,0,0,30000
20160236,21554,2016,6/25/2016 9:27 AM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,AMMONIA WEST LEG,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,PALMYRA,MARION,MO,39.772846,-91.565859,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",10,3.7,0,10,NO,NO,YES,6/25/2016 9:44,6/29/2016 12:30,0,,,,,,,,,,,,,22739,550,4000,500,4810,0,32599
20160227,21539,2016,6/27/2016 9:45 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,BEAUMONT MARINE EAST TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,VIDOR,ORANGE,TX,30.042394,-94.025905,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.1,,0,0.1,NO,NO,NO,,,0,,,,,,,,,,,,,148550,1,0,0,0,0,148551
20160233,21549,2016,6/27/2016 11:00 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,LEBANON TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,LEBANON,WARREN,OH,39.484724,-84.222653,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.1,,0,0.1,NO,NO,NO,,,0,,,,,,,,,,,,,125000,1,0,0,0,0,125001
20160237,21555,2016,7/1/2016 9:15 AM,4906,EXXONMOBIL PIPELINE CO,BATON ROUGE REFINERY - ZACHERY (EQUILON) PRODUCTS ,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BATON ROUGE,EAST BATON ROUGE,LA,30.542863,-91.191888,NATURAL FORCE DAMAGE,LIGHTNING,130,,121,9,NO,NO,YES,7/1/2016 9:24,7/3/2016 14:00,0,,,,,,,,,,,,,2000,1100,0,1559000,600000,27605,2189705
20160238,21556,2016,7/2/2016 6:50 AM,31957,KINDER MORGAN WINK PIPELINE LLC ,WINK STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,WINK,WINKLER,TX,31.769437,-103.177333,CORROSION,INTERNAL,222,,222,0,NO,NO,NO,,,0,,,,,,,,,,,,,11000,9950,0,5745,16255,0,42950
20160241,21567,2016,7/5/2016 3:00 PM,18718,SUNOCO PIPELINE L.P.,NOME STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,NOME,JEFFERSON,TX,30.01173,-94.40758,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.25,,0.25,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,30,0,0,1000,0,1030
20160222,21527,2016,7/6/2016 9:55 AM,39307,"VITOL MIDSTREAM, LLC",VITOL MIDLAND TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,MIDLAND,TX,31.944422,-101.922341,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,3,,1,2,NO,NO,NO,,,0,,,,,,,,,,,,,0,150,0,1000,5000,0,6150
20160240,21564,2016,7/6/2016 10:15 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,C47,ONSHORE,UNDERGROUND,CRUDE OIL,,,LAKESIDE CITY,ARCHER,TX,33.80808,-98.54305,ALL OTHER CAUSES,MISCELLANEOUS,1,,1,0,NO,NO,YES,7/6/2016 10:15,7/6/2016 13:47,0,,,,,,,,,,,,,46260,0,0,0,0,0,46260
20160242,21682,2016,7/6/2016 6:30 PM,15674,PLANTATION PIPE LINE CO,14W-12,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,,GOOCHLAND,VA,37.586723,-77.61972897,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,12.05,,11.93,0.12,NO,NO,YES,7/6/2016 16:09,7/7/2016 21:55,0,,,,,,,,,,,,,246000,700,0,132000,46000,0,424700
20160251,21596,2016,7/12/2016 12:00 PM,32453,BHP BILLITON PETROLEUM (EAGLE FORD GATHERING) LLC,"10"" HAWKVILLE LIQUID NORTH",ONSHORE,UNDERGROUND,CRUDE OIL,,,,Not Within a County or Parish,TX,28.29088,-98.90041,CORROSION,INTERNAL,5.6,,0,5.6,NO,NO,YES,7/12/2016 14:30,,0,,,,,,,,,,,,,15000,224,0,2000,59000,0,76224
20160247,21589,2016,7/12/2016 12:30 PM,26061,"DELEK CRUDE LOGISTICS, LLC.",GREENVILLE STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CADDO MILLS,HUNT,TX,33.034328,-96.202772,ALL OTHER CAUSES,MISCELLANEOUS,13.21,,13.21,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,694,0,79000,15840,0,95534
20160248,21590,2016,7/13/2016 6:35 PM,30826,WILLIAMS FIELD SERVICES,MCDONALD PUMP STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MCDONALD,RAWLINGS,KS,39.67439,-101.33656,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.28,14.4,0,2.28,NO,NO,YES,7/13/2016 19:00,7/13/2016 19:55,0,,,,,,,,,,,,,3000,112,0,200,0,576,3888
20160250,21593,2016,7/13/2016 9:32 PM,31130,DCP MIDSTREAM,HIDALGO NGL METER STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,CULBERSON,TX,31.83244,-104.24799,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,81.4,0,0,81.4,NO,NO,NO,,,0,,,,,,,,,,,,,327,2442,0,0,0,600,3369
20160246,21582,2016,7/14/2016 8:10 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",PLATTEVILLE TERMINAL ,ONSHORE,TANK,CRUDE OIL,,,HUDSON,WELD,CO,40.20069,-104.60941,INCORRECT OPERATION,INCORRECT INSTALLATION,1.19,,1.19,0,NO,NO,YES,7/14/2016 8:20,7/14/2016 10:30,0,,,,,,,,,,,,,100,21,0,5072,0,0,5193
20160244,21915,2016,7/14/2016 11:42 AM,31174,"SHELL PIPELINE CO., L.P.",NAPOLEONVILLE PUMP STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHYLENE,BELLE ROSE,ASSUMPTION,LA,30.0142962,-91.1162737,NATURAL FORCE DAMAGE,LIGHTNING,16.91,0,0,16.91,YES,NO,NO,,,0,,,,,,,,,,,,,850000,0,0,150000,0,0,1000000
20160249,21591,2016,7/14/2016 1:13 PM,300,"PLAINS PIPELINE, L.P.",MIDLAND BASIN,ONSHORE,UNDERGROUND,CRUDE OIL,,,MIDLAND,MIDLAND,TX,32.008424,-102.013542,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,300,,300,0,NO,NO,YES,7/14/2016 13:26,7/17/2016 1:02,0,,,,,,,,,,,,,429678,1000,0,76600,0,0,507278
20160254,21852,2016,7/17/2016 9:30 AM,4906,EXXONMOBIL PIPELINE CO,TX-135A MT BELVIEU TO CLEARLAKE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,DILUTE PROPYLENE,BAYTOWN,HARRIS,TX,29.74787,-95.0312,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,90,0,0,90,NO,NO,YES,7/17/2016 9:45,7/17/2016 19:30,30,,,,,,,,,,,,,100,3500,0,3400,0,0,7000
20160252,21993,2016,7/19/2016 10:00 AM,32147,MARATHON PIPE LINE LLC,"MONT BELVIEU TO GALVESTON BAY REFINERY 8"" BUTANE ",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,BUTANE ,MONT BELVIEU,CHAMBERS ,TX,29.857787,-94.898144,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.1,0,0,1.1,NO,NO,NO,,,0,,,,,,,,,,,,,10500,31,0,8900,0,0,19431
20160245,21581,2016,7/20/2016 3:35 PM,26086,SEADRIFT PIPELINE CORP,GCPL_E-2-WEST_6IN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,JACKSON,TX,28.7692347,-96.5543421,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.38,0,0,0.38,NO,NO,NO,,,0,,,,,,,,,,,,,8000,3,0,0,0,0,8003
